City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,katsuura,35.1333,140.3,23.01,67,77,8.18,JP,1696205453
362,asau,46.4333,26.4,14.6,72,82,1.31,RO,1696205454
363,smithers,54.7804,-127.1743,8.37,95,100,0.69,CA,1696205411
364,lesnoy,57.6198,63.0784,8.07,84,67,4.29,RU,1696205454
365,bel ombre,-4.6167,55.4167,26.44,84,57,7.08,SC,1696205454
366,qui nhon,13.7667,109.2333,26.18,86,100,2.13,VN,1696205454
367,matoury,4.8483,-52.3317,27.98,78,0,1.54,GF,1696205454
368,tindouf,27.6711,-8.1474,27.23,16,100,5.08,DZ,1696205454
369,kimbe,-5.5502,150.1429,31.15,63,58,1.9,PG,1696205454
370,bang saphan,11.2126,99.5117,25.88,86,99,1.9,TH,1696205454
371,fale old settlement,-9.3852,-171.2468,28.24,73,49,3.78,TK,1696205455
372,deschutes river woods,43.9915,-121.3584,14.82,41,0,6.69,US,1696205455
373,tarsus,36.9188,34.8784,19.21,73,72,4.05,TR,1696205455
374,qadirpur ran,30.2924,71.6712,24.94,20,0,1.12,PK,1696205455
375,fauske,67.2588,15.3918,7.02,86,99,2.27,NO,1696205455
376,rio preto da eva,-2.6994,-59.6997,32.57,32,54,0.12,BR,1696205455
377,saipan,15.1355,145.701,30.39,79,75,9.26,MP,1696205455
378,qashyr,53.0675,76.1036,4.43,61,1,2.61,KZ,1696205456
379,brisas de zicatela,15.8369,-97.0419,28.7,80,71,1.65,MX,1696205456
380,meadow lakes,61.6247,-149.6011,8.47,90,100,0.0,US,1696205256
381,tanda,26.55,82.65,24.98,90,86,2.37,IN,1696205456
382,phuthaditjhaba,-28.5242,28.8158,5.0,88,8,1.67,ZA,1696205456
383,dongkan,33.9997,119.8308,19.16,64,100,0.86,CN,1696205456
384,sola,-13.8833,167.55,25.5,80,100,12.56,VU,1696205456
385,bressanone,46.715,11.656,14.71,69,32,0.56,IT,1696205456
386,nuku'alofa,-21.1333,-175.2,23.19,60,75,9.77,TO,1696205457
387,tromso,69.6496,18.957,4.01,81,100,1.54,NO,1696205457
388,cururupu,-1.8283,-44.8683,24.93,86,55,2.28,BR,1696205457
389,ndele,8.4109,20.6473,22.67,92,67,0.45,CF,1696205457
390,toliara,-23.35,43.6667,22.71,87,5,2.77,MG,1696205457
391,nadi,-17.8,177.4167,28.0,44,40,4.63,FJ,1696205179
392,kemin,42.7846,75.6892,13.41,47,98,1.02,KG,1696205457
393,mantua,45.1667,10.7833,18.58,87,2,1.21,IT,1696205457
394,segezha,63.7415,34.3222,8.3,93,100,7.15,RU,1696205457
395,le port,-20.9373,55.2919,22.0,69,5,3.96,RE,1696205458
396,chernyshevskiy,63.0128,112.4714,-1.92,82,80,5.07,RU,1696205458
397,loralai,30.3705,68.598,15.61,16,0,2.64,PK,1696205458
398,teluk nibung,3.001,99.8164,24.8,92,83,1.9,ID,1696205458
399,hatillo,18.4863,-66.8254,28.9,91,100,5.42,PR,1696205458
400,conduaga,8.862,117.4893,27.2,86,91,4.45,PH,1696205458
401,suwayr,30.1171,40.3893,26.52,26,46,3.1,SA,1696205458
402,klaksvik,62.2266,-6.589,10.51,88,88,10.64,FO,1696205426
403,dunedin,-45.8742,170.5036,18.93,32,19,7.27,NZ,1696205392
404,lemvig,56.5486,8.3102,16.22,95,82,4.15,DK,1696205459
405,trairi,-3.2778,-39.2689,25.53,78,15,5.02,BR,1696205184
406,trogir,43.5125,16.2517,20.03,42,0,3.6,HR,1696205459
407,port lincoln,-34.7333,135.8667,19.1,52,0,5.22,AU,1696205459
408,gryazovets,58.88,40.2525,10.11,92,1,4.29,RU,1696205459
409,tyrnyauz,43.3828,42.9183,12.45,82,100,2.49,RU,1696205459
410,bundi,25.4417,75.6417,23.99,48,3,1.35,IN,1696205459
411,ust'-kut,56.7938,105.7672,-2.53,87,98,3.58,RU,1696205459
412,twon-brass,4.3151,6.2418,26.27,86,92,4.58,NG,1696205459
413,oakdale,44.963,-92.9649,29.5,55,0,2.57,US,1696205460
414,fukuecho,32.6881,128.8419,23.37,57,76,9.46,JP,1696205460
415,kill devil hills,36.0307,-75.676,21.66,77,0,4.63,US,1696205460
416,berezovyy,51.6667,135.7,7.75,94,100,3.05,RU,1696205460
417,walvis bay,-22.9575,14.5053,11.72,81,2,3.83,NA,1696205460
418,cabo san lucas,22.8909,-109.9124,32.61,65,0,6.69,MX,1696204976
419,codrington,-38.2667,141.9667,17.44,51,0,5.57,AU,1696205460
420,gobabis,-22.45,18.9667,19.72,16,0,5.42,NA,1696205460
421,bykovo,55.6361,38.0803,10.7,88,0,3.0,RU,1696205461
422,baymak,52.5933,58.3225,9.31,75,53,1.02,RU,1696205461
423,balabac,7.9868,117.0645,27.97,81,81,8.36,PH,1696205461
424,manfalut,27.3104,30.97,26.67,42,81,6.22,EG,1696205236
425,enewetak,11.3474,162.3373,29.33,75,69,4.46,MH,1696205461
426,karkira,36.9292,6.5856,20.87,84,0,1.57,DZ,1696205461
427,amga,60.8953,131.9608,4.43,96,98,0.89,RU,1696205461
428,arraial do cabo,-22.9661,-42.0278,20.92,94,75,0.0,BR,1696205325
429,ginir,7.1333,40.7,15.62,73,30,1.93,ET,1696205462
430,greenville,35.6127,-77.3663,20.08,90,0,0.0,US,1696205402
431,toba,34.4833,136.85,23.0,48,33,3.58,JP,1696205462
432,arecibo,18.4724,-66.7157,28.48,94,100,4.87,PR,1696205455
433,bulungu,-4.55,18.6,23.47,82,30,0.3,CD,1696205462
434,plesetsk,62.708,40.2916,9.07,93,100,3.93,RU,1696205462
435,juan griego,11.0817,-63.9655,27.37,81,99,2.56,VE,1696205462
436,asekeyevo,53.5742,52.7972,12.21,64,88,2.68,RU,1696205463
437,minas de marcona,-15.2119,-75.1103,14.84,83,30,5.3,PE,1696205463
438,belmonte,-15.8631,-38.8828,22.63,82,5,3.18,BR,1696205463
439,tsiombe,-25.3,45.4833,20.51,92,1,2.16,MG,1696205463
440,oranjemund,-28.55,16.4333,14.68,80,0,2.01,NA,1696205463
441,vizinga,61.0749,50.1031,9.29,93,67,4.06,RU,1696205463
442,tazacorte,28.629,-17.9293,23.54,78,40,4.12,ES,1696205463
443,tokar,18.4254,37.729,28.71,74,0,1.7,SD,1696205464
444,kutno,52.2306,19.3641,12.83,73,48,2.32,PL,1696205464
445,mareeba,-17.0,145.4333,26.38,62,35,3.05,AU,1696205464
446,aqaba,29.5267,35.0078,26.74,66,92,5.65,JO,1696205464
447,inarajan village,13.2736,144.7484,31.54,87,8,6.19,GU,1696205464
448,jingdezhen,29.2947,117.2079,21.6,79,88,1.27,CN,1696205464
449,bhadra,29.1167,75.1667,26.48,22,2,2.35,IN,1696205464
450,enshi,30.3,109.4833,18.86,98,100,0.21,CN,1696205464
451,timbuktu,16.7735,-3.0074,37.14,16,77,3.54,ML,1696205465
452,tamandare,-8.7597,-35.1047,23.28,76,2,2.8,BR,1696205465
453,awjilah,29.1081,21.2869,21.53,68,18,4.15,LY,1696205465
454,shuya,56.8487,41.3883,9.56,93,99,2.5,RU,1696205465
455,lodja,-3.4833,23.4333,22.78,79,10,0.73,CD,1696205465
456,makedonska kamenica,42.02,22.5919,13.6,86,14,1.31,MK,1696205465
457,kailua-kona,19.6406,-155.9956,28.06,81,75,2.57,US,1696205465
458,tarauaca,-8.1614,-70.7656,24.06,96,100,2.31,BR,1696205465
459,naukot,24.8587,69.4024,27.23,22,94,2.71,PK,1696205466
460,crane,31.3974,-102.3501,28.99,42,12,9.96,US,1696205466
461,ondjiva,-17.0667,15.7333,22.6,15,28,2.78,AO,1696205466
462,fort mcmurray,56.7268,-111.381,13.93,42,47,2.82,CA,1696205466
463,isangel,-19.55,169.2667,23.88,62,82,9.25,VU,1696205466
464,yunguyo,-16.25,-69.0833,10.62,64,66,1.1,PE,1696205466
465,tarasovskiy,48.7292,40.3636,14.65,44,82,2.7,RU,1696205466
466,aconibe,1.2968,10.9369,20.25,100,100,1.04,GQ,1696205466
467,nizhniye sergi,56.6614,59.3033,8.03,82,72,3.62,RU,1696205467
468,seydi,39.4816,62.9137,14.7,37,59,3.02,TM,1696205467
469,lolodorf,3.2333,10.7333,21.83,100,97,0.49,CM,1696205467
470,nizhnyaya poyma,56.1622,97.1933,-0.76,74,95,2.8,RU,1696205467
471,streator,41.1209,-88.8354,25.23,73,1,2.38,US,1696205467
472,acapulco de juarez,16.8634,-99.8901,28.9,74,75,4.63,MX,1696205467
473,kirensk,57.7853,108.1119,-1.1,86,70,3.13,RU,1696205467
474,priozersk,61.0393,30.1291,12.84,88,100,3.85,RU,1696205467
475,cobija,-11.0267,-68.7692,23.29,96,100,1.49,BO,1696205468
476,carolina beach,34.0352,-77.8936,22.26,77,1,2.04,US,1696205468
477,fada,9.5667,8.3,20.75,97,100,1.09,NG,1696205468
478,turan,16.0678,108.2208,25.99,94,20,0.0,VN,1696205468
479,aketi,2.7388,23.7833,22.64,97,100,1.14,CD,1696205234
480,gornopravdinsk,60.05,69.9,6.59,93,51,4.35,RU,1696205468
481,great falls,47.5002,-111.3008,8.25,92,100,3.09,US,1696205287
482,shingu,33.7333,135.9833,22.44,55,27,1.88,JP,1696205468
483,bukoba,-1.3317,31.8122,21.52,77,51,1.91,TZ,1696205469
484,hell-ville,-13.4,48.2667,25.12,78,81,1.61,MG,1696205469
485,yarmouth,41.7057,-70.2286,16.65,92,0,5.36,US,1696205469
486,gamba,-2.65,10.0,24.7,88,55,2.47,GA,1696205469
487,llanes,43.4198,-4.7549,22.86,64,25,1.03,ES,1696205469
488,noumea,-22.2763,166.4572,26.99,99,57,7.27,NC,1696205123
489,markala,13.7021,-6.0659,29.93,46,86,3.26,ML,1696205361
490,alamosa,37.4695,-105.87,19.99,32,75,9.77,US,1696205469
491,peterhead,57.5058,-1.7981,11.22,73,62,4.94,GB,1696205470
492,mwandiga,-4.83,29.6581,25.01,64,3,1.46,TZ,1696205470
493,yei,4.095,30.6779,18.75,91,81,1.33,SS,1696205470
494,olpad,21.3333,72.75,26.29,61,53,2.53,IN,1696205470
495,san antonio,29.4241,-98.4936,33.04,44,75,5.66,US,1696204988
496,darab,28.7519,54.5444,22.36,23,0,1.45,IR,1696205470
497,mejit,10.2753,170.8646,28.23,78,73,5.16,MH,1696205470
498,islamkot,24.6997,70.177,27.31,40,52,3.13,PK,1696205470
499,perugorria,-29.3413,-58.6106,14.23,66,7,4.12,AR,1696205471
500,letlhakeng,-24.0944,25.0298,19.84,54,1,5.65,BW,1696205471
501,oyotun,-6.8519,-79.3036,24.23,68,63,2.29,PE,1696205471
502,whakatane,-37.9585,176.9854,20.84,67,24,4.47,NZ,1696205471
503,villa gesell,-37.2639,-56.973,8.92,83,4,5.15,AR,1696205471
504,vanino,49.0869,140.2543,9.96,82,100,6.14,RU,1696205471
505,bereket,39.2446,55.5154,16.56,23,5,5.18,TM,1696205471
506,ust'-ilimsk,58.0006,102.6619,-1.42,83,90,4.02,RU,1696205471
507,bahar,34.9072,48.4414,14.14,41,86,2.18,IR,1696205472
508,navrongo,10.8956,-1.0921,26.45,77,47,3.01,GH,1696205472
509,harstad,68.799,16.5293,4.89,95,93,1.79,NO,1696205472
510,znin,52.8496,17.7199,14.52,66,76,2.46,PL,1696205472
511,shache,38.4167,77.2406,17.62,31,1,1.92,CN,1696205472
512,saint-francois,46.4154,3.9054,11.69,100,57,1.03,FR,1696205472
513,ankang,32.68,109.0172,15.12,93,100,0.89,CN,1696205296
514,hassi messaoud,31.6804,6.0729,23.25,42,0,4.62,DZ,1696205472
515,conception bay south,47.4999,-52.9981,13.74,85,18,5.25,CA,1696205473
516,abqaiq,25.9371,49.6776,28.61,23,0,4.59,SA,1696205473
517,luwuk,-0.9516,122.7875,28.55,58,55,2.3,ID,1696205473
518,thunder bay,48.4001,-89.3168,16.81,99,98,3.03,CA,1696205408
519,bonthe,7.5264,-12.505,26.27,88,100,0.76,SL,1696205473
520,tangalle,6.024,80.7911,24.67,89,86,3.25,LK,1696205473
521,safonovo,55.15,33.2167,10.41,86,100,2.52,RU,1696205473
522,yeraliyev,43.2,51.65,18.0,41,0,3.84,KZ,1696205473
523,nishinoomote,30.7333,131.0,24.31,73,40,4.12,JP,1696205474
524,kachug,53.9606,105.8817,1.14,84,44,1.34,RU,1696205474
525,as samawah,31.332,45.2944,29.34,26,1,4.06,IQ,1696205474
526,badr hunayn,23.7829,38.7905,28.27,70,70,0.79,SA,1696205474
527,st. john's,47.5649,-52.7093,13.87,81,75,10.29,CA,1696205180
528,road town,18.4167,-64.6167,29.05,84,75,4.63,VG,1696205336
529,trevelin,-43.0858,-71.4639,8.71,91,43,2.28,AR,1696205474
530,north battleford,52.7834,-108.2847,9.11,74,100,1.92,CA,1696205474
531,doschatoye,55.3825,42.1072,12.98,92,100,1.53,RU,1696205475
532,quellon,-43.1167,-73.6167,5.05,86,85,0.97,CL,1696205475
533,gadzhiyevo,69.2551,33.3362,4.27,85,96,6.72,RU,1696205475
534,sokoni,-6.4333,39.55,24.95,81,2,4.64,TZ,1696205475
535,anna regina,7.2644,-58.5077,28.32,77,99,4.53,GY,1696205475
536,ad-damazin,11.7891,34.3592,23.25,75,68,3.15,SD,1696205420
537,the pas,53.8251,-101.2541,7.01,87,100,4.12,CA,1696205475
538,belyye stolby,55.3314,37.854,12.22,87,0,3.13,RU,1696205475
539,celso ramos,-27.6344,-51.3364,11.77,92,0,1.67,BR,1696205476
540,conceicao da barra,-18.5933,-39.7322,23.35,71,81,5.12,BR,1696205203
541,hailar,49.2,119.7,9.0,54,7,1.86,CN,1696205476
542,burutu,5.3509,5.5076,25.42,89,94,2.27,NG,1696205476
543,kertih,4.5141,103.4483,25.64,88,100,2.29,MY,1696205476
544,mogocha,53.7333,119.7667,5.97,70,36,0.89,RU,1696205282
545,ewo,-0.8725,14.8206,24.14,88,91,1.27,CG,1696205476
546,lambarene,-0.7001,10.2406,23.64,96,37,1.29,GA,1696205476
547,hammerfest,70.6634,23.6821,3.25,75,100,2.06,NO,1696205477
548,kitimat,54.0524,-128.6534,10.94,25,100,1.01,CA,1696205477
549,aioun,16.6614,-9.6149,33.05,13,62,3.43,MR,1696205477
550,port macquarie,-31.4333,152.9167,25.5,57,51,5.23,AU,1696205443
551,hoa binh,20.8133,105.3383,25.23,87,22,0.49,VN,1696205477
552,shaffa,10.5067,12.3332,22.47,90,92,1.23,NG,1696205477
553,bratsk,56.1325,101.6142,-0.66,75,100,4.12,RU,1696205477
554,banjarmasin,-3.3244,114.591,25.08,62,37,1.41,ID,1696205478
555,byron bay,-28.65,153.6167,25.59,48,0,5.35,AU,1696205478
556,las vegas,36.175,-115.1372,24.04,32,20,12.07,US,1696205241
557,sarreguemines,49.0833,7.3333,14.45,61,58,0.88,FR,1696205478
558,aykhal,66.0,111.5,0.04,98,100,7.15,RU,1696205478
559,abu dhabi,24.4667,54.3667,32.75,60,0,2.06,AE,1696205285
560,dyatlovo,53.4631,25.4068,8.28,95,23,2.55,BY,1696205478
561,lata,40.1629,-8.3327,18.29,68,31,0.9,PT,1696205479
562,kegen,43.0197,79.2203,5.12,69,81,2.0,KZ,1696205479
563,thames,-37.1333,175.5333,19.34,55,45,5.36,NZ,1696205456
564,warmbad,-28.45,18.7333,20.8,32,0,4.24,NA,1696205479
565,tacuarembo,-31.7333,-55.9833,9.14,76,0,1.82,UY,1696205306
566,maues,-3.3836,-57.7186,30.38,30,31,0.41,BR,1696205479
567,majholi,23.5,79.9167,23.71,86,100,1.46,IN,1696205296
568,ulladulla,-35.35,150.4667,20.43,56,82,3.99,AU,1696205479
569,skanes,35.7833,10.8,24.01,83,20,1.54,TN,1696205479
570,siracusa,37.0881,15.2792,18.65,67,2,3.85,IT,1696205480
571,alta,69.9689,23.2717,2.59,81,100,2.57,NO,1696205480
572,sao paulo de olivenca,-3.3783,-68.8725,27.73,68,88,0.59,BR,1696205480
573,kupang,-10.1667,123.5833,30.32,54,20,2.57,ID,1696205480
574,sterlitamak,53.6246,55.9502,10.79,67,45,2.98,RU,1696205311
575,east ballina,-28.8667,153.5833,25.06,48,0,3.53,AU,1696205480
576,palu,-0.8917,119.8707,28.07,80,42,0.74,ID,1696205480
577,novodvinsk,64.4165,40.8122,9.32,95,72,3.62,RU,1696205480
578,paciran,-6.8767,112.3761,26.35,69,11,2.86,ID,1696205481
579,tomah,43.9786,-90.504,26.31,61,0,0.0,US,1696205481
580,mega,4.05,38.3,19.06,58,79,5.82,ET,1696205481
581,san luis de la loma,17.2706,-100.8939,28.04,87,74,2.29,MX,1696205481
